expr_id,cond_id,para_nr,word,word_nr,response_true
2,1,1,Proiectul,0,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,MultiplEYE,1,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,Numele,2,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,„MultiplEYE”,3,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,este,4,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,un,5,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,joc,6,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,7,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,cuvinte,8,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,care,9,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,combină,10,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,„multilingvism”,11,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,sau,12,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,„limbi,13,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,multiple”,14,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,cu,15,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,„eye”,16,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,(ochi),17,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,din,18,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,„eye-tracking”,19,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,(urmărire,20,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,oculară).,21,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,MultiplEYE,22,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,este,23,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,o,24,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,Acțiune,25,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,COST,26,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,finanțată,27,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,28,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,Uniunea,29,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,Europeană.,30,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,Acțiunile,31,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,COST,32,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,sunt,33,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,rețele,34,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,35,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,cercetare,36,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,sprijinite,37,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,38,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,Cooperarea,39,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,Europeană,40,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,în,41,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,Știință,42,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,și,43,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,"Tehnologie,",44,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,pe,45,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,scurt,46,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,COST.,47,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,Ca,48,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,organizație,49,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,50,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,"finanțare,",51,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,COST,52,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,susține,53,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,rețeaua,54,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,noastră,55,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,în,56,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,creștere,57,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,58,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,cercetători,59,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,din,60,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,Europa,61,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,și,62,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,din,63,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,afara,64,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,"ei,",65,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,oferind,66,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,sprijin,67,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,financiar,68,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,pentru,69,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,desfășurarea,70,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,diverselor,71,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,activități,72,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,73,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,networking.,74,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,Aceste,75,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,activități,76,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,includ,77,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,întâlniri,78,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,ale,79,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,grupurilor,80,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,81,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,"lucru,",82,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,școli,83,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,84,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,formare,85,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,pentru,86,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,a,87,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,împărtăși,88,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,abilități,89,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,cu,90,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,cercetătorii,91,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,mai,92,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,tineri,93,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,și,94,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,vizite,95,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,științifice,96,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,97,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,cercetare.,98,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,Titlul,99,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,proiectului,100,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,Acțiunii,101,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,COST,102,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,MultiplEYE,103,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,este:,104,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,Facilitarea,105,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,colectării,106,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,datelor,107,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,108,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,urmărire,109,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,oculară,110,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,în,111,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,mai,112,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,multe,113,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,limbi,114,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,pentru,115,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,cercetarea,116,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,procesării,117,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,limbajului,118,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,119,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,către,120,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,om,121,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,și,122,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,a,123,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,procesării,124,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,automate.,125,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,Acest,126,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,lucru,127,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,înseamnă,128,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,că,129,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,Acțiunea,130,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,COST,131,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,MultiplEYE,132,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,urmărește,133,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,să,134,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,încurajeze,135,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,o,136,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,rețea,137,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,interdisciplinară,138,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,139,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,grupuri,140,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,141,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,cercetare,142,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,care,143,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,lucrează,144,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,la,145,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,colectarea,146,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,datelor,147,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,148,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,urmărire,149,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,oculară,150,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,în,151,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,timpul,152,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,citirii,153,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,în,154,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,mai,155,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,multe,156,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,limbi.,157,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,Obiectivul,158,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,este,159,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,160,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,a,161,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,sprijini,162,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,dezvoltarea,163,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,unui,164,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,corpus,165,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,multilingv,166,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,extins,167,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,168,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,urmărire,169,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,oculară,170,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,și,171,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,172,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,a,173,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,permite,174,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,cercetătorilor,175,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,să,176,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,colecteze,177,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,date,178,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,prin,179,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,împărtășirea,180,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,cunoștințelor,181,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,între,182,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,diverse,183,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,"domenii,",184,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,inclusiv,185,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,"lingvistică,",186,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,"psihologie,",187,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,logopedie,188,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,și,189,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,informatică.,190,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,Aceste,191,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,date,192,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,pot,193,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,fi,194,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,apoi,195,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,utilizate,196,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,pentru,197,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,a,198,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,studia,199,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,procesarea,200,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,limbajului,201,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,uman,202,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,dintr-o,203,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,perspectivă,204,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,"psiholingvistică,",205,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,precum,206,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,și,207,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,pentru,208,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,a,209,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,îmbunătăți,210,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,și,211,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,evalua,212,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,procesarea,213,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,computațională,214,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,a,215,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,limbajului,216,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,dintr-o,217,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,perspectivă,218,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,219,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,învățare,220,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,automată.,221,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,Ce,222,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,este,223,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,urmărirea,224,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,oculară?,225,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,Urmărirea,226,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,oculară,227,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,este,228,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,procesul,229,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,230,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,măsurare,231,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,a,232,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,punctului,233,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,234,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,privire,235,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,–,236,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,locul,237,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,unde,238,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,te,239,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,uiți,240,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,–,241,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,și,242,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,a,243,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,mișcărilor,244,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,ochilor,245,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,între,246,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,punctele,247,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,fixe,248,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,249,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,privire.,250,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,Dispozitivul,251,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,utilizat,252,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,pentru,253,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,a,254,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,măsura,255,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,pozițiile,256,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,și,257,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,mișcările,258,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,ochilor,259,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,se,260,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,numește,261,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,eye-tracker.,262,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,Acesta,263,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,constă,264,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,într-o,265,Este o rețea de cercetători finanțată de Uniunea Europeană.
